샘밭막국수 (서울본점), 서울시 서초구 서초동 1685-8, 02-585-1702, 국수 / 면 요리, 만원 미만, 주차공간없음, 11:30 - 21:30
산들해 (반포동점), 서울시 서초구 반포동 18-3, 02-537-0113, 한정식 / 백반 / 정통 한식, 만원-2만원, 유료주차 가능, 11:30 - 21:30
도깨비곱창, 서울시 서초구 반포동 2-8, 02-3477-6365, 고기 요리, 만원-2만원, 주차공간없음, 16:00 - 23:30
블루테이블, 서울시 서초구 반포동 18-4, 02-534-8982, 카페 / 디저트, 만원 미만, 무료주차 가능, 월-금: 08:00 - 21:00\n토-일: 09:00 - 20:00
드레꽃, 서울시 서초구 반포동 1-8, 02-3477-9567, 한정식 / 백반 / 정통 한식, 만원-2만원, 무료주차 가능, 11:30 - 21:20
투썸플레이스 (반포래미안퍼스티지점), 서울시 서초구 반포동 18-3, 02-593-2900, 카페 / 디저트, 만원 미만, 유료주차 가능, 08:00 - 22:30
굿애프터눈, 서울시 서초구 반포동 2-8, 카페 / 디저트, 만원 미만, None, None, None
낙원궁중떡집, 서울시 서초구 반포동 1-8, 02-592-3279, 베이커리, 만원-2만원, 주차공간없음, 05:00 - 20:00
면, 서울시 서초구 반포동 2-8, 02-591-2359, 국수 / 면 요리, 만원-2만원, 08:00 - 22:00, None
루나리치 (반포래미안점), 서울시 서초구 반포동 18-3, 02-3477-3313, 이탈리안, 2만원-3만원, 11:00 - 21:00,
마루심, 서울시 서초구 반포동 54-10, 02-592-8998, 정통 일식 / 일반 일식, 3만원-4만원, 발렛 3,000원
베를린크란츠, 서울시 서초구 반포동 52-8, 02-536-1888, 카페 / 디저트, 만원 미만, 무료주차 가능, 08:00 - 21:00
조선면옥 (본점), 서울시 서초구 반포동 59-3, 02-596-3304, 국수 / 면 요리, 만원-2만원, 유료주차 가능, 11:00 - 22:00
삼순이호두파이전문점, 서울시 서초구 서초동 1685-3, 02-536-7743, 카페 / 디저트, 만원 미만, 무료주차 가능, 09:30 - 19:30
경복궁, 서울시 서초구 반포동 44-5, 02-3482-3030, 한정식 / 백반 / 정통 한식, 2만원-3만원, 발렛, 11:30 - 22:00
영양센터, 서울시 서초구 반포동 57-5, 02-532-9292, 기타 한식, 만원-2만원, 주차공간없음, 11:00 - 22:00
닥터로빈 (반포점), 서울시 서초구 반포동 58-8, 02-537-3621, 이탈리안, 만원-2만원, 유료주차 가능, 11:00 - 22:00
팬차이나 (서초점), 서울시 서초구 반포동 44-6, 02-3477-7799, 정통 중식 / 일반 중식, 3만원-4만원, 발렛, 11:00 - 22:00
고구려 (서초지점), 서울시 서초구 반포동 44-5, 02-3478-2277, 고기 요리, 2만원-3만원, 발렛, 11:30 - 22:00
삿뽀로 (서초점), 서울시 서초구 반포동 44-5, 02-3477-5544, 정통 일식 / 일반 일식, 4만원 이상, 발렛, 11:30 - 22:00
육덕식당, 서울시 강남구 논현동 184-22, 02-511-1444, 고기 요리, 만원-2만원, 주차공간없음, 16:00 - 23:00
더블트러블, 서울시 강남구 역삼동 810-13, 02-3477-8880, 브런치 / 버거 / 샌드위치, 만원-2만원, 유료주차 가능, 일-목: 12:00 - 22:00\n금-토: 12:00 - 22:30
셰막, 서울시 강남구 역삼동 814-5, 02-3452-7077, 전통 주점 / 포차, 만원-2만원, 유료주차 가능, 일-목: 17:00 - 12:00\n금-토: 17:00 - 01:00
지올리띠, 서울시 강남구 역삼동 601-1, 02-563-3364, 카페 / 디저트, 만원 미만, 주차공간없음, 10:30 - 23:00
낙원타코, 서울시 강남구 역삼동 812-9, 02-556-1540, 남미 음식, 2만원-3만원, 주차공간없음, 11:30 - 23:00
랩트웬티포, 서울시 강남구 역삼동 602, 02-511-4523, 프랑스 음식, 4만원 이상, 발렛, 11:30 - 22:30
어메이징타이, 서울시 서초구 서초동 1309-1, 02-594-7377, 태국 음식, 만원 미만, 유료주차 가능, 11:30 - 21:30
클로리스 (신논현점), 서울시 강남구 역삼동 809-3, 02-557-7523, 카페 / 디저트, 만원 미만, 주차공간없음, 월-토: 10:00 - 23:30\n일: 10:00 - 23:00
장남식당, 서울시 강남구 논현동 197-25, 02-511-8392, 고기 요리, 만원-2만원, 주차공간없음, 17:00 - 24:00
이야기하나, 서울시 강남구 역삼동 811-3, 070-4190-8091, 고기 요리, 3만원-4만원, 무료주차 가능, 월-금: 18:00 - 05:00\n토: 17:00 - 05:00\n일: 17:00 - 01:00
스시고메이, 서울시 중랑구 묵동 176-16, 02-948-7778, 회 / 스시, 2만원-3만원, 주차공간없음, 11:30 - 21:30
한참치 (묵동본점), 서울시 중랑구 묵동 171-4, 02-949-0448, 해산물 요리, 4만원 이상, 무료주차 가능, 월-토: 10:00 - 01:00\n일: 11:00 - 23:00
디저트39 (묵동자이점), 서울시 중랑구 묵동 170-1, 02-976-1090, 카페 / 디저트, 만원 미만, 유료주차 가능, 09:00 - 22:00
세컨드고메, 서울시 중랑구 묵동 238-91, 02-975-8645, 이탈리안, 만원-2만원, 주차공간없음, 11:00 - 23:00
진라멘, 서울시 중랑구 묵동 171-8, 라멘 / 소바 / 우동, 만원 미만, 주차공간없음, 11:30 - 22:00, 21:00
라떼플로라, 서울시 중랑구 묵동 180-55, 02-432-9503, 카페 / 디저트, 만원 미만, 무료주차 가능, 09:00 - 23:00
채선당 (묵동점), 서울시 중랑구 묵동 169-11, 02-948-7220, 고기 요리, 만원-2만원, 11:00 - 22:00, 
갬성식당, 서울시 중랑구 묵동 173-3, 010-9258-5022, 돈부리 / 일본 카레 / 벤토, 만원 미만, 무료주차 가능, 월-금: 11:30 - 22:00\n토: 12:00 - 21:00
두루두루 베이비카페, 서울시 중랑구 묵동 122-206, 070-4225-2626, 카페 / 디저트, 만원 미만, 무료주차 가능, 10:00 - 19:00
명동칼국수샤브샤브 (묵동 이마트점), 서울시 중랑구 묵동 170-1, 02-973-0311, 국수 / 면 요리, 만원 미만, 무료주차 가능, 10:00 - 22:00
숯불닭갈비에 반하닭, 서울시 중랑구 면목동 458-1, 02-433-9294, 닭 / 오리 요리, 만원-2만원, 주차공간없음, 12:00 - 24:00
파파라멘, 서울시 중랑구 면목동 636-13, 02-2208-7600, 라멘 / 소바 / 우동, 만원 미만, 주차공간없음, 11:00 - 21:30
내친구고양이카페, 서울시 중랑구 면목동 617-3, 010-8938-0575, 카페 / 디저트, 만원 미만, 무료주차 가능 공간협소, 월-금: 01:00 - 22:30\n토-일: 01:00 - 23:00
웨일즈독, 서울시 중랑구 면목동 634-5, 010-7924-0215, 카페 / 디저트, 만원 미만, 주차공간없음, 14:00 - 24:00
봉추찜닭 (사가정점), 서울시 중랑구 면목동 473-10, 02-2207-6981, 닭 / 오리 요리, 만원-2만원, 주차공간없음, 11:00 - 12:00
쥬스토, 서울시 중랑구 면목동 496-15, 010-8617-7313, 이탈리안, 2만원-3만원, 유료주차 가능, 일-수: 11:30 - 22:30\n목-토: 11:30 - 24:00
치어스 (사가정역점), 서울시 중랑구 면목동 601-2, 02-491-8204, 치킨 / 호프 / 펍, 만원-2만원, 15:00 - 03:00, 
카페레블, 서울시 중랑구 면목동 498-4, 02-438-6477, 카페 / 디저트, 만원 미만, 주차공간없음, 월-토: 11:00 - 23:00\n일: 11:00 - 22:00
맛닭꼬, 서울시 중랑구 면목동 634-35, 02-2208-3392, 치킨 / 호프 / 펍, None, None, None
커피꾼, 서울시 중랑구 면목동 617-6, 02-434-2512, 카페 / 디저트, 만원 미만, None, None
빠오즈푸, 서울시 광진구 군자동 361-32, 070-8991-4797, 딤섬 / 만두, 만원 미만, 주차공간없음, 11:30 - 21:30
감성다방, 서울시 광진구 화양동 94-7, 02-466-4778, 카페 / 디저트, 만원 미만, 주차공간없음, 12:00 - 23:00
모서리에커피집, 서울시 광진구 화양동 94-1, 02-6223-6008, 카페 / 디저트, 만원 미만, 주차공간없음, 11:30 - 22:00
궤도에오르다 (본점), 서울시 광진구 화양동 499-1, 02-446-5755, 기타 한식, 만원 미만, 주차공간없음, 10:00 - 23:00
깍뚝, 서울시 광진구 화양동 116-9, 02-466-0106, 고기 요리, 만원-2만원, 주차공간없음, 15:00 - 03:00
래빗홀 버거컴퍼니, 서울시 광진구 화양동 490-2, 02-446-0424, 브런치 / 버거 / 샌드위치, 만원 미만, 주차공간없음, 11:00 - 22:00
샘터골 (건대본점), 서울시 광진구 화양동 499-34, 02-453-9095, 한정식 / 백반 / 정통 한식, 만원-2만원, 주차공간없음, 10:00 - 21:30
알고탭하우스, 서울시 광진구 군자동 373-8, 02-3409-2645, 치킨 / 호프 / 펍, 만원-2만원, 유료주차 가능, 16:00 - 02:00
가츠시 (건대점), 서울시 광진구 화양동 498-1, 02-444-2355, 까스 요리, 만원 미만, 주차공간없음, 11:00 - 21:30
히릿, 서울시 광진구 화양동 111-72, 070-8870-4442, 카페 / 디저트, 만원 미만, 주차공간없음, 11:00 - 22:00
홍명, 서울시 강남구 논현동 37-9, 02-548-2223, 정통 중식 / 일반 중식, 만원 미만, 무료주차 가능, 11:00 - 21:00
세익스피어 베케이션, 서울시 강남구 논현동 78-8, 02-546-0656, 카페 / 디저트, 만원 미만, 무료주차 가능, 월-금: 08:00 - 22:00\n토: 12:00 - 22:00
알로하포케, 서울시 강남구 논현동 38-6, 02-511-9183, 기타 양식, 만원 미만, 무료주차 가능, 월-금: 10:00 - 22:00\n토: 11:30 - 21:00
갤러리로얄, 서울시 강남구 논현동 36-8, 02-514-1247, 이탈리안, 3만원-4만원, 발렛, 11:30 - 23:30
들었다놨다참숯불닭갈비, 서울시 강남구 논현동 87-4, 02-511-2229, 닭 / 오리 요리, 만원-2만원, 무료주차 가능, 11:30 - 23:00
빠비뚜엡, 서울시 강남구 논현동 80-24, 02-515-7340, 베이커리, 만원-2만원, 무료주차 가능, 00:00 - 24:00
로이스퀸, 서울시 강남구 논현동 38-8, 02-535-3804, 카페 / 디저트, 만원 미만, , None
남포면옥 (논현동점), 서울시 강남구 논현동 89-10, 02-540-2596, 국수 / 면 요리, 3만원-4만원, 발렛, 10:00 - 22:00
베리블라썸다이닝, 서울시 강남구 논현동 78-11, 02-3443-8855, 칵테일 / 와인, 2만원-3만원, 10:00 - 24:00,4
스타족발, 서울시 강남구 논현동 38-8, 070-5102-8574, 고기 요리, 만원-2만원, 무료주차 가능, 17:00 - 02:00
메종엠오, 서울시 서초구 방배동 876-41, 070-4239-3335, 베이커리, 만원 미만, 무료주차 가능, 11:30 - 20:30
브레드에스프레소앤, 서울시 서초구 방배동 938-20, 02-522-7450, 베이커리, 만원 미만, 무료주차 가능, 화-일: 09:00 - 22:00
아트메이저, 서울시 서초구 방배동 897-2, 02-521-6239, 카페 / 디저트, 만원 미만, 유료주차 가능, 월-금: 08:00 - 24:00\n토-일: 09:00 - 23:00
페이브, 서울시 서초구 방배동 850-34, 070-4441-0166, 베이커리, 만원 미만, 주차공간없음, 09:00 - 22:00
매뉴팩트커피 (방배점), 서울시 서초구 방배동 876-31, 카페 / 디저트, 만원 미만, , None, None
초우, 서울시 서초구 방배동 936-10, 02-587-5788, 기타 중식, 만원-2만원, 주차공간없음, 15:00 - 02:00
미미치킨, 서울시 서초구 방배동 898-1, 02-586-7130, 닭 / 오리 요리, 만원-2만원, 무료주차 가능, 17:30 - 24:00
뽕사부, 서울시 서초구 방배동 875-22, 02-3482-2970, 퓨전 중식, 만원-2만원, 09:30 - 21:00, None
일미옥, 서울시 서초구 방배동 873-18, 02-533-7199, 탕 / 찌개 / 전골, 만원-2만원, 무료주차 가능, 10:30 - 22:00
조개창고, 서울시 서초구 방배동 936-10, 010-9000-8678, 해산물 요리, 2만원-3만원, 16:00 - 02:00, None
피터패트, 서울시 동작구 상도1동 801-1, 010-9268-5861, 카페 / 디저트, 만원 미만, 무료주차 가능, 월-금: 10:00 - 23:00\n토: 09:00 - 23:00\n일: 14:00 - 23:00
중대양곱창, 서울시 동작구 상도1동 639-5, 02-822-7303, 고기 요리, 만원-2만원, 주차공간없음, 14:00 - 02:00
오시오떡볶이, 서울시 동작구 상도1동 633-44, 02-825-7798, 기타 한식, 만원 미만, 주차공간없음, 11:00 - 19:00
비스트로앤, 서울시 동작구 상도동 7-87, 02-811-0080, 이탈리안, 만원 미만, 주차공간없음, 11:00 - 22:30
커피나무 (중대점), 서울시 동작구 상도1동 646-1, 02-816-1391, 카페 / 디저트, 만원 미만, 주차공간없음, 08:00 - 23:00
북경, 서울시 동작구 상도1동 402-1, 010-5512-7256, 정통 중식 / 일반 중식, 만원 미만, , None
상도갈비타운, 서울시 동작구 상도1동 522, 02-816-5492, 고기 요리, None, None, None
야쿠야쿠 (상도점), 서울시 동작구 상도1동 798-1, 02-822-2919, 이자카야 / 오뎅 / 꼬치, 만원-2만원, 주차공간없음, None
탭하우스더슈라인, 서울시 동작구 상도1동 679, 02-813-0443, 치킨 / 호프 / 펍, 만원-2만원, 주차공간없음, 17:00 - 02:00
스타동, 서울시 동작구 상도1동 792, 02-3280-7700, 돈부리 / 일본 카레 / 벤토, 만원 미만, None, None
블랑제리가마 (신풍점), 서울시 영등포구 신길동 2039, 베이커리, 만원 미만, None, None, None
파전닭갈비, 서울시 영등포구 신길동 3711, 02-832-5989, 닭 / 오리 요리, 만원-2만원, 주차공간없음, 12:00 - 24:00
식빵이야기, 서울시 영등포구 신길동 2039, 02-848-3655, 베이커리, 만원 미만, 무료주차 가능, 08:00 - 20:00
신풍곱창, 서울시 영등포구 신길동 2826, 02-835-9220, 고기 요리, None, None, None
커피메이플, 서울시 영등포구 신길동 424-10, 02-833-0026, 카페 / 디저트, None, None, None
버섯생불고기개성면옥, 서울시 영등포구 신길동 3626, 02-832-5975, 탕 / 찌개 / 전골, 만원 미만, 10:50 - 22:00, 21:00
커피마리오, 서울시 영등포구 신길동 3741-38, 070-4417-0111, 카페 / 디저트, None, None, None
신마포갈매기 (신풍역점), 서울시 영등포구 신길동 425-5, 02-2602-6092, 고기 요리, None, None, None
오대리국수, 서울시 영등포구 신길동 3741-40, 국수 / 면 요리, 만원-2만원, None, None, None
짝태시대 (신풍역점), 서울시 영등포구 신길동 4947, 02-842-4321, 전통 주점 / 포차, 만원-2만원, None, None
봉순게장, 경기도 부천시 작동 204-2, 032-682-0029, 한정식 / 백반 / 정통 한식, 만원-2만원, 무료주차 가능, 10:30 - 유동적
썸오브에브리띵, 경기도 부천시 작동 372-1, 010-6489-6289, 카페 / 디저트, 만원 미만, 주차공간없음, 10:00 - 23:00
김정수할머니보쌈막국수, 경기도 부천시 춘의동 254-9, 032-673-1150, 국수 / 면 요리, 만원-2만원, 무료주차 가능, 11:00 - 21:00
카페리메인, 경기도 부천시 작동 427-3, 070-4130-0544, 카페 / 디저트, 만원 미만, 무료주차 가능, 월-토: 11:00 - 22:00\n일: 11:00 - 21:00
카페커프엔드, 경기도 부천시 작동 438-3, 카페 / 디저트, 만원 미만,7, None, None
이비가짬뽕 (까치울점), 경기도 부천시 춘의동 417-3, 032-676-7758, 정통 중식 / 일반 중식, 만원 미만, 무료주차 가능, 11:00 - 21:30
수타원 (춘의점), 경기도 부천시 춘의동 414, 032-673-7444, 정통 중식 / 일반 중식, 만원 미만, 무료주차 가능, 11:00 - 22:00
작동홍두깨칼국수, 경기도 부천시 춘의동 242, 032-679-9930, 국수 / 면 요리, 만원-2만원, 무료주차 가능, 10:00 - 21:00
장어나라, 경기도 부천시 작동 435-1, 032-675-9285, 해산물 요리, 2만원-3만원, 무료주차 가능, 11:40 - 23:00
키친모짜렐라, 경기도 부천시 작동 427-2, 032-678-4646, 이탈리안, None, None, None
커피지니어스, 경기도 부천시 중동 1110, 032-652-1113, 카페 / 디저트, 만원 미만, 무료주차 가능, 월-금: 08:00 - 23:00\n토-일: 10:00 - 23:00
아띠오아나폴리 핏제리아 (부천2호점), 경기도 부천시 중동 1106, 032-611-4036, 이탈리안, 2만원-3만원, 무료주차 가능, 11:30 - 23:00
탄두르, 경기도 부천시 중동 1130-10, 032-323-6338, 인도 음식, 만원-2만원, 유료주차 가능, 11:00 - 22:30
드렁킨타이 (1호점), 경기도 부천시 중동 1113, 070-8791-1212, 태국 음식, 만원-2만원, 유료주차 가능, 11:30 - 22:00
로이스타코, 경기도 부천시 중동 1109, 032-548-7555, 남미 음식, 만원-2만원, 무료주차 가능, 11:00 - 24:00
담다베이커리, 경기도 부천시 중동 1179, 010-2718-7870, 베이커리, 만원 미만, 무료주차 가능, 목-일: 12:00 - 20:30
줄리앤줄리아, 경기도 부천시 중동 1109, 070-8883-1920, 카페 / 디저트, 만원 미만, 유료주차 가능, 11:00 - 23:00
잇쇼니, 경기도 부천시 중동 1111, 070-4222-0613, 라멘 / 소바 / 우동, 만원 미만, 유료주차 가능, 11:30 - 22:00
칸지돈부리, 경기도 부천시 중동 1109-2, 032-620-3811, 돈부리 / 일본 카레 / 벤토, 만원 미만, 주차공간없음, 11:00 - 22:00
비플로우, 경기도 부천시 중동 1123-4, 070-8814-7637, 카페 / 디저트, 만원 미만, 무료주차 가능, 월-금: 09:00 - 22:30\n토-일: 10:00 - 22:30
트랜퀼 마치, 인천시 부평구 갈산동 379, 070-7395-5616, 카페 / 디저트, 만원 미만, 주차공간없음, 수
별미칡냉면, 인천시 부평구 갈산동 377-8, 032-505-2204, 국수 / 면 요리, 만원 미만, 무료주차 가능, 10:00 - 22:00
5월19일, 인천시 부평구 갈산동 392-4, 010-7194-0519, 카페 / 디저트, 만원 미만, 주차공간없음, 12:00 - 21:00
노멀커피, 인천시 부평구 갈산동 382-7, 032-212-6162, 카페 / 디저트, 만원 미만, 무료주차 가능, 10:00 - 21:00
더소야소 (부평구청점), 인천시 부평구 갈산동 381-1, 032-361-8752, 고기 요리, 3만원-4만원, 무료주차 가능, 11:00 - 22:30
장어한판, 인천시 부평구 갈산동 378-17, 032-503-0588, 해산물 요리, 2만원-3만원, 무료주차 가능, 12:00 - 22:00
